link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall)
https://tiktok.com/v572,scarlett_official,Scarlett,Beauty and Wellbeing,2024-03-26,Makro,False,256970,6047,instagram,brand say,31,Vibrant,Pastels,Low-key,Influencer/KOL,3,Mixed,Experience the power of healthier lifestyle with our latest innovation.,Standard/Expected,Trust,Healthier lifestyle,None,High - likely to provoke discussion/change - Focuses on sustainability,Moderate & Engaging,Highly Authentic/Raw,3,Displays a startling fact,Aspirational Lifestyle Scene,Sudden Silence followed by sound,Yes - 'Wait...',Humor,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v573,so_klin_official,So Klin,Home Care,2024-05-19,Makro,False,125252,3785,instagram,brand say,34,Surreal,Neon Glow,Soft/Diffused,Animal,5+,N/A,Experience the power of time-saving convenience with our latest innovation.,Standard/Expected,Excitement,Time-saving convenience,None,Moderate - raises awareness - Focuses on sustainability,Profound & Evocative,Clearly Staged/Aspirational,4,Introduces a relatable problem,Shocking/Unexpected Event,Abrupt Music Start,Yes - 'Limited Offer',Anticipation,Static Shot,Highly Unique & Effective
https://tiktok.com/v574,rinso_official,Rinso,Home Care,2024-07-08,Makro,True,448885,20304,instagram,brand say,34,Documentary-style,Earthy neutrals,Theatrical spotlights,Narrator Only (unseen),0,N/A,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Empowerment,Time-saving convenience,Follow social media,None,Purely Functional/None,Fictional/Fantastical,3,Presents an intriguing visual,Problem Setup Scene,Direct Voiceover Question,No,Calmness,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v575,pond's_official,Pond's,Beauty and Wellbeing,2024-06-01,Nano,True,553584,7991,instagram,other say,26,Gritty,Earthy neutrals,Natural daylight,Professional Actor,2,Gen Z explorer,Experience the power of eco-friendly production with our latest innovation.,Fresh Take on Familiar,Security,Eco-friendly production,Visit store,None,Profound & Evocative,Fictional/Fantastical,3,Introduces a relatable problem,Shocking/Unexpected Event,Upbeat Jingle,Yes - 'Stop!',Surprise,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v576,molto_official,Molto,Home Care,2024-03-07,Nano,True,200637,3518,instagram,other say,21,Abstract,"Warm tones (reds, oranges)",Dramatic/High contrast,Animated/CGI Character,5+,Corporate professional,Experience the power of eco-friendly production with our latest innovation.,Clichéd/Uninspired,Fear of Missing Out,Eco-friendly production,Learn more,None,Surface-level/Fleeting,Fictional/Fantastical,5,Poses a direct question,Intriguing/Abstract Visual,Dialogue snippet,Yes - 'The Secret',Surprise,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v577,attack_official,Attack,Home Care,2024-05-06,Makro,False,179511,4561,instagram,other say,20,Surreal,Monochromatic,Colored gels,Professional Actor,2,Children,Experience the power of enhanced connectivity with our latest innovation.,Standard/Expected,Empowerment,Enhanced connectivity,General brand awareness,Moderate - raises awareness - Focuses on sustainability,Profound & Evocative,Perceived as Real,5,Poses a direct question,Intriguing/Abstract Visual,Whispered confession,Yes - 'How to?',Anticipation,Static Shot,Effective but Standard
https://tiktok.com/v578,attack_official,Attack,Home Care,2024-03-21,Makro,False,666042,23396,instagram,brand say,40,Avant-garde,"Cool tones (blues, greens)",Expressive shadows,Mixed,1,Diverse family unit,Experience the power of enhanced connectivity with our latest innovation.,Fresh Take on Familiar,Nostalgia,Enhanced connectivity,Download app,High - likely to provoke discussion/change - Promotes inclusivity,Purely Functional/None,Deliberately Stylized Realism,5,Presents an intriguing visual,Direct Product Close-up,Dialogue snippet,Yes - 'Limited Offer',Curiosity,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v579,make_over_official,Make Over,Beauty and Wellbeing,2024-02-21,Nano,False,2739909,60308,instagram,other say,24,Surreal,Pastels,Soft/Diffused,Professional Actor,5+,Mixed,Experience the power of premium quality with our latest innovation.,Highly Original/Unexpected,Excitement,Premium quality,Share content,High - likely to provoke discussion/change - Promotes inclusivity,Purely Functional/None,Clearly Staged/Aspirational,4,Presents an intriguing visual,Direct Product Close-up,Upbeat Jingle,No,Empathy,Static Shot,Somewhat Effective/Predictable
https://tiktok.com/v580,so_klin_official,So Klin,Home Care,2024-04-10,Mikro,False,453354,7955,instagram,brand say,39,Cartoonish,Pastels,Expressive shadows,Mixed,5+,Diverse family unit,Experience the power of healthier lifestyle with our latest innovation.,Fresh Take on Familiar,Aspiration,Healthier lifestyle,Download app,Low - incidental - Promotes inclusivity,Surface-level/Fleeting,Highly Authentic/Raw,3,Poses a direct question,Aspirational Lifestyle Scene,Whispered confession,No,Confusion,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v581,wipol_official,Wipol,Home Care,2024-04-14,Nano,True,506454,20357,instagram,brand say,51,Avant-garde,Monochromatic,Theatrical spotlights,Brand Founder/CEO,2,Gen Z explorer,Experience the power of time-saving convenience with our latest innovation.,Highly Original/Unexpected,Trust,Time-saving convenience,Download app,High - likely to provoke discussion/change - Promotes inclusivity,Surface-level/Fleeting,Clearly Staged/Aspirational,5,Poses a direct question,Intriguing/Abstract Visual,Abrupt Music Start,No,Urgency,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v582,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-07-13,Mega,True,1251772,18924,instagram,other say,26,Documentary-style,Earthy neutrals,Theatrical spotlights,Real Customer/User,2,Mixed,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Trust,Healthier lifestyle,Purchase now,None,Surface-level/Fleeting,Deliberately Stylized Realism,3,Poses a direct question,Facial Close-up of Talent,Sudden Silence followed by sound,Yes - 'Stop!',Calmness,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v583,mama_lemon_official,Mama Lemon,Home Care,2024-03-20,Mega,False,226129,4105,instagram,brand say,38,Cartoonish,Pastels,Natural daylight,Narrator Only (unseen),0,N/A,Experience the power of unbeatable price with our latest innovation.,Standard/Expected,Empathy,Unbeatable price,Learn more,High - likely to provoke discussion/change - Challenges gender norms,Profound & Evocative,Deliberately Stylized Realism,3,Showcases a desired outcome,Direct Product Close-up,Dialogue snippet,Yes - 'The Secret',Surprise,Static Shot,Confusing/Ineffective
https://tiktok.com/v584,attack_official,Attack,Home Care,2024-04-09,Makro,False,315015,8921,instagram,brand say,44,Gritty,Neon Glow,Expressive shadows,Employee,3,Children,Experience the power of enhanced connectivity with our latest innovation.,Highly Original/Unexpected,Aspiration,Enhanced connectivity,Follow social media,High - likely to provoke discussion/change - Focuses on sustainability,Surface-level/Fleeting,Deliberately Stylized Realism,3,Presents an intriguing visual,Text-heavy Introduction,Sudden Silence followed by sound,No,Humor,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v585,mama_lemon_official,Mama Lemon,Home Care,2024-02-18,Mega,False,453192,10832,instagram,other say,45,Minimalist,Pastels,Expressive shadows,Real Customer/User,3,Corporate professional,Experience the power of premium quality with our latest innovation.,Clichéd/Uninspired,Trust,Premium quality,Share content,Low - incidental - Promotes inclusivity,Purely Functional/None,Fictional/Fantastical,4,Presents an intriguing visual,Direct Product Close-up,Whispered confession,No,Urgency,Static Shot,Somewhat Effective/Predictable
https://tiktok.com/v586,pond's_official,Pond's,Beauty and Wellbeing,2024-07-08,Makro,True,447859,5435,instagram,brand say,27,Vibrant,Monochromatic,Natural daylight,None,0,N/A,Experience the power of instant results with our latest innovation.,Clichéd/Uninspired,Trust,Instant results,None,None,Purely Functional/None,Fictional/Fantastical,3,Presents an intriguing visual,Intriguing/Abstract Visual,Direct Voiceover Question,No,Surprise,Static Shot,Confusing/Ineffective
https://tiktok.com/v587,lux_official,Lux,Beauty and Wellbeing,2024-07-04,Nano,True,254777,12630,instagram,brand say,49,Futuristic,Bright and saturated,Dramatic/High contrast,Narrator Only (unseen),0,N/A,Experience the power of premium quality with our latest innovation.,Standard/Expected,Humor,Premium quality,None,Moderate - raises awareness - Focuses on sustainability,Surface-level/Fleeting,Clearly Staged/Aspirational,3,Displays a startling fact,Shocking/Unexpected Event,Intriguing Sound Effects,No,Empathy,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v588,so_klin_official,So Klin,Home Care,2024-01-03,Mega,False,428734,14411,instagram,brand say,44,Vibrant,"Cool tones (blues, greens)",Colored gels,Influencer/KOL,5+,Middle-aged professional male,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Trust,Healthier lifestyle,Visit store,Low - incidental - Focuses on sustainability,Purely Functional/None,Deliberately Stylized Realism,4,Displays a startling fact,Text-heavy Introduction,Dialogue snippet,Yes - 'Wait...',Anticipation,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v589,pantene_official,Pantene,Beauty and Wellbeing,2024-04-06,Mikro,False,429191,21157,instagram,other say,49,Documentary-style,Monochromatic,Colored gels,Influencer/KOL,2,Middle-aged professional male,Experience the power of eco-friendly production with our latest innovation.,Standard/Expected,Fear of Missing Out,Eco-friendly production,None,Low - incidental - Challenges gender norms,Purely Functional/None,Highly Authentic/Raw,3,Poses a direct question,Shocking/Unexpected Event,Upbeat Jingle,No,Confusion,Slow/Deliberate,Somewhat Effective/Predictable
https://tiktok.com/v590,dove_official,Dove,Beauty and Wellbeing,2024-02-29,Nano,True,318181,5768,instagram,brand say,38,Retro-futuristic,Muted Vintage,Bright/Overhead,Brand Founder/CEO,5+,Elderly couple,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Joy,Time-saving convenience,Share content,Moderate - raises awareness - Challenges gender norms,Purely Functional/None,Clearly Staged/Aspirational,5,Introduces a relatable problem,Shocking/Unexpected Event,Whispered confession,Yes - 'The Secret',Humor,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v591,rinso_official,Rinso,Home Care,2024-01-26,Mega,True,488127,10239,instagram,other say,19,Vibrant,Muted Vintage,High-key,Mixed,2,Middle-aged professional male,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Aspiration,Long-lasting moisture,General brand awareness,Low - incidental - Promotes inclusivity,Profound & Evocative,Highly Authentic/Raw,3,Showcases a desired outcome,Intriguing/Abstract Visual,Direct Voiceover Question,Yes - 'How to?',Urgency,Static Shot,Effective but Standard
https://tiktok.com/v592,so_klin_official,So Klin,Home Care,2024-02-22,Nano,False,1934650,85650,instagram,brand say,49,Retro-futuristic,Neon Glow,Expressive shadows,Real Customer/User,1,Corporate professional,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Excitement,Long-lasting moisture,Download app,None,Profound & Evocative,Perceived as Real,4,Showcases a desired outcome,Facial Close-up of Talent,Upbeat Jingle,Yes - 'Stop!',Anticipation,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v593,downy_official,Downy,Home Care,2024-02-06,Mega,False,557690,13729,instagram,brand say,30,Retro-futuristic,Neon Glow,High-key,Brand Founder/CEO,5+,Elderly couple,Experience the power of eco-friendly production with our latest innovation.,Highly Original/Unexpected,Empathy,Eco-friendly production,Follow social media,None,Surface-level/Fleeting,Perceived as Real,4,Displays a startling fact,Text-heavy Introduction,Dialogue snippet,Yes - 'Stop!',Anticipation,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v594,pantene_official,Pantene,Beauty and Wellbeing,2024-05-09,Makro,False,154253,2748,instagram,brand say,45,Abstract,"Warm tones (reds, oranges)",Bright/Overhead,Influencer/KOL,3,Corporate professional,Experience the power of healthier lifestyle with our latest innovation.,Standard/Expected,Empathy,Healthier lifestyle,General brand awareness,High - likely to provoke discussion/change - Challenges gender norms,Purely Functional/None,Clearly Staged/Aspirational,3,Poses a direct question,Problem Setup Scene,Intriguing Sound Effects,No,Empathy,Slow/Deliberate,Effective but Standard
https://tiktok.com/v595,scarlett_official,Scarlett,Beauty and Wellbeing,2024-03-16,Mega,False,170472,6806,instagram,brand say,46,Futuristic,Monochromatic,Natural daylight,Brand Founder/CEO,3,Diverse family unit,Experience the power of healthier lifestyle with our latest innovation.,Highly Original/Unexpected,Fear of Missing Out,Healthier lifestyle,Learn more,None,Purely Functional/None,Fictional/Fantastical,3,Poses a direct question,Shocking/Unexpected Event,Intriguing Sound Effects,Yes - 'The Secret',Calmness,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v596,lux_official,Lux,Beauty and Wellbeing,2024-05-30,Mega,True,112704,4780,instagram,brand say,60,Documentary-style,Pastels,Expressive shadows,Influencer/KOL,5+,Diverse family unit,Experience the power of unbeatable price with our latest innovation.,Highly Original/Unexpected,Security,Unbeatable price,Learn more,Low - incidental - Focuses on sustainability,Moderate & Engaging,Clearly Staged/Aspirational,5,Presents an intriguing visual,Direct Product Close-up,Upbeat Jingle,Yes - 'The Secret',Calmness,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v597,vanish_official,Vanish,Home Care,2024-06-07,Mega,False,154684,3523,instagram,other say,38,Futuristic,Monochromatic,Low-key,Animated/CGI Character,1,Mixed,Experience the power of eco-friendly production with our latest innovation.,Highly Original/Unexpected,Empowerment,Eco-friendly production,Visit store,Low - incidental - Promotes inclusivity,Moderate & Engaging,Deliberately Stylized Realism,3,Introduces a relatable problem,Shocking/Unexpected Event,Dialogue snippet,No,Humor,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v598,dove_official,Dove,Beauty and Wellbeing,2024-07-02,Nano,True,1089679,37750,instagram,brand say,32,Retro-futuristic,Pastels,Dramatic/High contrast,Brand Founder/CEO,3,Diverse family unit,Experience the power of premium quality with our latest innovation.,Highly Original/Unexpected,Aspiration,Premium quality,Follow social media,High - likely to provoke discussion/change - Challenges gender norms,Profound & Evocative,Highly Authentic/Raw,5,Poses a direct question,Problem Setup Scene,Abrupt Music Start,Yes - 'Wait...',Empathy,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v599,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-05-23,Mikro,True,22305,344,instagram,brand say,49,Cartoonish,Earthy neutrals,Soft/Diffused,Narrator Only (unseen),0,N/A,Experience the power of enhanced connectivity with our latest innovation.,Fresh Take on Familiar,Trust,Enhanced connectivity,Share content,Moderate - raises awareness - Challenges gender norms,Moderate & Engaging,Fictional/Fantastical,4,Showcases a desired outcome,Problem Setup Scene,Dialogue snippet,Yes - 'Limited Offer',Anticipation,Static Shot,Highly Unique & Effective
