link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall),Audio__Primary Audio Composition,Audio__Music Presence,Audio__Music Genre/Style
https://www.tiktok.com/@clarayaaa__/video/7599901152422956308,Dummy Value,Gal,Beauty Wellbeing,2026-01-27,Macro,True,18700.0,559.0,Tiktok,Other Say,80.0,"Casual, personal review, bright","Pink, light grey, green, neutral",Dummy Value,Micro KOL,1,Dummy Value,"The creator shares her resolution to travel more and highlights the Glow & Lovely Bright UV Duo Sunscreen as her essential for sun protection, brighter, and glowing skin, emphasizing its non-sticky formula, key ingredients, and affordability.",Dummy Value,"Confidence, convenience, aspiration","Sun protection (SPF 50 PA++++), brightening, glowing skin, non-sticky, contains Niacinamide and Vitamin C, affordable.","Yes, 'kata gue sih beli' (I say, buy it) and showing a Shopee listing with discount details.",No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Yes,Dummy Value
https://www.tiktok.com/@kelayahairtreatment/video/7599941985922731282,Dummy Value,Kelaya,Beauty Wellbeing,2026-01-27,Mega,False,3270.0,5.0,Tiktok,Other Say,3.0,"Clean, product-focused","Green, black, white, natural greens and browns",Dummy Value,,,Dummy Value,The video showcases two Kelaya hair treatment shampoos as a 'current favorite' and encourages viewers to try them.,Dummy Value,"Desire for good hair, trust in a popular product",Implied positive user experience and effectiveness for hair treatment (via 'favorite' claim and different ingredient combinations),Try it now!,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Yes,Dummy Value
https://www.tiktok.com/@allaabbay/video/7600010630132714768,Dummy Value,Azarine,Beauty Wellbeing,2026-01-27,Micro,False,94.0,5.0,Tiktok,Other Say,31.0,"Self-filmed, natural","Warm tones, white, brown, green, yellow",Dummy Value,Micro KOL,1,Dummy Value,"A man demonstrates his daily skincare routine, applying Azarine Hydra Soothe Sunscreen Gel to his face and neck for protection before getting dressed.",Dummy Value,"Confidence, self-care, well-being",Sun protection (SPF 45) and hydration (Hydra Soothe),,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@n8olaa/video/7599987625960672532,Dummy Value,Dove,Beauty Wellbeing,2026-01-27,Micro,True,414.0,9.0,Tiktok,Other Say,64.0,Informative,"Dark background, warm lighting, green, black, white, purple",Dummy Value,Micro KOL,1,Dummy Value,"The video reviews three different hair tonics for hair loss, comparing their benefits and the presenter's personal experience with each, ultimately recommending one for significant hair loss reduction.",Dummy Value,"Hope, trust","Hair loss control, strengthening hair roots, calming scalp",Share your experience in the comments,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@glowandlovely_id/video/7599886375135104274,Dummy Value,Gal,Beauty Wellbeing,2026-01-27,Mega,True,2870.0,45.0,Tiktok,Brand Say,15.0,Bright,"White, yellow, pink, natural skin tones",Dummy Value,Actor,1,Dummy Value,The ad addresses the problem of dull skin despite using sunscreen and introduces Glow & Lovely Bright UV Duo Sunscreen as a solution that protects from UV rays and eliminates dullness and dark spots.,Dummy Value,Confidence,"UV protection (UVA/UVB), eliminates dullness and dark spots, brightens skin.","YUK, COBA SEKARANG! (Come on, try it now!)",No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music with voiceover,No,Dummy Value
https://www.tiktok.com/@wardahofficial/video/7599891871959125256,Dummy Value,Wardah,Beauty Wellbeing,2026-01-27,Mega,False,21000.0,86.0,Tiktok,Brand Say,52.0,"Personal, informational, clean","Natural tones (beige, white, blue), skin tones",Dummy Value,Micro KOL,1,Dummy Value,"The video presents a skincare hack for sensitive skin using Wardah Derma Sensitive Moisturizer, emphasizing its ability to hydrate and soothe the skin, reducing redness, itchiness, and flakiness.",Dummy Value,"Relief, comfort, confidence","Hydration, soothing sensitive skin, reducing redness/itchiness/flakiness, fast recovery",Buy now (implied by 'Udah bisa dicharckout di keranjang kuning!'),No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@initiaraandini/video/7599984752485027092,Dummy Value,Garnier Women,Beauty Wellbeing,2026-01-27,Mega,False,1500000.0,141198.0,Tiktok,Other Say,106.0,"Mixed; Vlog, Beauty tutorial, Concert footage","Varied, from bright to dark with stage lighting effects",Dummy Value,Mega KOL,1,Dummy Value,"The video showcases the talent's journey to a concert, highlighting her self-applied makeup routine using Garnier Dry Touch Cream for a long-lasting, non-oily finish, even after a performance.",Dummy Value,Confidence,"Hydrates and reduces oiliness instantly, leading to long-lasting makeup.",,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@abigaelzerren/video/7600012488624672020,Dummy Value,Wardah,Beauty Wellbeing,2026-01-27,Micro,False,5353.0,372.0,Tiktok,Other Say,47.0,Influencer/Vlogger,"Natural hair tones, white, pink, mint green",Dummy Value,KOL,1,Dummy Value,"The video provides a tutorial on achieving healthy, shiny, voluminous hair using Dermascalp Expert hair serum to prevent hair fall, combined with blow-drying and styling techniques.",Dummy Value,"Confidence, self-care, desire for beautiful and healthy hair","Reduces hair fall, adds volume, scalp repair, non-greasy, long-term effects.",,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@karcyyy/video/7599955776303533320,Dummy Value,Skintific,Beauty Wellbeing,2026-01-27,Macro,False,113700.0,356.0,Tiktok,Other Say,60.0,"Close-up, bright, clean","Warm tones, neutral",Dummy Value,Micro KOL,1,Dummy Value,"The video addresses the common issue of sunscreens leaving a white cast and introduces a Skintific tone-up sunscreen that blends easily, provides a natural brightening effect, and improves skin tone over time with Niacinamide.",Dummy Value,"Confidence, relief, satisfaction","No white cast, natural tone-up, brightening, lightweight, SPF 50 PA++++ protection","Implicit call to action to purchase the product (new year, new skin)",No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,On-screen talent speaking with music,Minimal,Dummy Value
https://www.tiktok.com/@herboristnaturalcare/video/7599982827416915218,Dummy Value,Herborist,Beauty Wellbeing,2026-01-27,Macro,False,9499.0,27.0,Tiktok,Brand Say,24.0,"Clean, cozy, relatable","Muted greens, browns, white, purple",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes a 'low-effort night routine' using Herborist Teh Soeltan Body Serum Poernama. It highlights the product's ability to nourish and moisturize skin overnight, emphasizing its ingredients like olive oil, tea extract, lavender, and chamomile for a relaxing experience that aids better sleep.",Dummy Value,"Relaxation, self-care, comfort","Skin nourishment, moisturization, and promoting better sleep through calming aroma.",Indirect encouragement to use product,No,Moderate,Authentic,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@glowandlovely_id/video/7600029584263793938,Dummy Value,Gal,Beauty Wellbeing,2026-01-27,Mega,True,2032.0,54.0,Tiktok,Brand Say,13.0,"Bright, clean, youthful","Yellow, white, pink, light blue/grey",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes Glow & Lovely sunscreen as an easy solution for a non-dull face, highlighting its quick absorption, no white cast, high SPF (50 PA++++), and ability to protect and brighten the skin.",Dummy Value,"Confidence, self-care, beauty","Protects and brightens skin, no white cast, high SPF",Try it! ('COBAIN DEH!'),No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,No,Dummy Value
https://www.tiktok.com/@svnhp88/video/7599945006140362002,Dummy Value,Azarine,Beauty Wellbeing,2026-01-27,Micro,False,8961.0,140.0,Tiktok,Other Say,59.0,"Informative, Product demonstration","Bright (green, yellow from packaging), natural skin tones, indoor lighting",Dummy Value,Micro KOL,1,Dummy Value,"The video warns viewers about ineffective gel sunscreens and then introduces Azarine Hydrasoothe Sunscreen Gel as a highly protective, lightweight, non-sticky, and non-whitecast option, demonstrating its effectiveness with a UV camera.",Dummy Value,"Trust, relief (from bad sunscreens), confidence (in product efficacy).","High UV protection (SPF45 PA++++), gel texture, lightweight, easily absorbed, non-sticky, no whitecast, not cakey.",Implied 'Buy this product' or 'Try this product' by highlighting its popularity and benefits.,No,Moderate,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,On-screen talent speaking with background music,No,Dummy Value
https://www.tiktok.com/@diahdr26/video/7600055895250177288,Dummy Value,Hanasui,Beauty Wellbeing,2026-01-27,Nano,False,100.0,19.0,Tiktok,Other Say,45.0,"Clean, direct, tutorial-like","Bright tones (pink, yellow, green), neutral background, black attire",Dummy Value,Micro KOL,1,Dummy Value,"The video showcases Hanasui's new serum sheet mask, emphasizing its ability to deliver glowing skin in 15 minutes. It highlights the mask's natural fiber material, alcohol-free, pH-balanced formula, and active ingredients for brightening and pore control.",Dummy Value,"Desire for healthy, clear, and radiant skin","Glowing skin, brightening, pore control, hydration, freshness",Langsung aja kalian cobain! (Go try it directly!),No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,No,Dummy Value
https://www.tiktok.com/@kelayahairtreatment/video/7599941807652343058,Dummy Value,Kelaya,Beauty Wellbeing,2026-01-27,Mega,False,4843.0,29.0,Tiktok,Other Say,10.0,"Humorous, Product Showcase","White, Green, Black",Dummy Value,Micro KOL,1,Dummy Value,"The video uses a humorous and relatable scenario of a person being questioned by parents about online purchases, revealing hair care products as the 'checkout' item, implying they are essential.",Dummy Value,"Relatability, Humor","Implied essential/necessary hair care, no specific benefit stated.",,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Yes,Dummy Value
https://www.tiktok.com/@okinawa_brown_sugar/video/7600016835089681685,Dummy Value,Azarine,Beauty Wellbeing,2026-01-27,Macro,False,3383.0,560.0,Tiktok,Other Say,45.0,Product review/demonstration,"Warm tones (pink, brown, yellow, skin tones)",Dummy Value,Micro KOL,1,Dummy Value,"The video features a female content creator reviewing Azarine's Glowkiss Sunscreen Lip Balm, highlighting its SPF, hydrating ingredients, non-greasy texture, buildable coverage for darker lips, and pleasant fruity scent across two shades.",Dummy Value,"Confidence, satisfaction, trustworthiness","SPF 35 PA+++, hydrating (ceramide, peptide, Vit C), non-greasy, buildable color, pleasant scent, shiny finish",Check out,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@baiqyunisha_/video/7599937253015620884,Dummy Value,Herborist,Personal Care,2026-01-27,Nano,False,268.0,21.0,Tiktok,Other Say,51.0,"Informal, vlogger style","Soft pink, white, beige, light green",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes Herborist Natural Olive Body Lotion, highlighting its natural olive scent reminiscent of Indonesian nature, lightweight texture, fast absorption, and its 7-in-1 active hybrid formula for brightening, nourishing, rejuvenating, and UV protection.",Dummy Value,"Relaxation, feeling beautiful, self-care","7-in-1 active hybrid formula for nourishing, brightening, and UV protection; light texture; fast absorption; calming natural olive scent.","Buy now, available at Alfamart and Indomaret",No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@cynnclara/video/7598318314288352519,Dummy Value,Skintific,Beauty Wellbeing,2026-01-27,Macro,False,9.0,0.0,Tiktok,Other Say,9.0,"Product-focused, casual","Green, clear, natural outdoor colors",Dummy Value,,,Dummy Value,"The video showcases a large size ('jumbo') of Skintific Mugwort Micellar Water, highlighting a price drop to 'seventy', presented with emojis expressing surprise and relief/excitement.",Dummy Value,Excitement over a good deal/price,"Value (price drop) and product benefits listed on the bottle (removes waterproof makeup, cleans excess oil, soothes & calms the skin)",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@skintific_id/video/7600006515537349908,Dummy Value,Skintific,Beauty Wellbeing,2026-01-27,Mega,False,45700.0,239.0,Tiktok,Brand Say,24.0,"Clean, bright, product-focused","White, pink, purple, yellow, natural skin tones",Dummy Value,Hand model,,Dummy Value,"The video demonstrates the SKINTIFIC Glow Bright Day Cream and Radiance Booster Serum Spray, highlighting their ability to provide instant brightening, long-lasting skin-caring effects, and resulting in plump, smooth, and glowing skin.",Dummy Value,Confidence,"Instant brightening, long-lasting skin-caring effect, multi-effect skincare (plump, smooth, hydrated), smooth and glowing results.",,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/909875688240248,Dummy Value,Gal,Beauty Wellbeing,2026-01-27,Mega,True,319.0,4.0,Facebook,Brand Say,6.0,Bright,"White, pink, yellow, orange",Dummy Value,Micro KOL,1,Dummy Value,"The ad features a woman who gets compliments on her skin, implying she has received treatments, but she achieves her 'glowing and protected' skin by using Glow & Lovely Sunscreen UV Duo.",Dummy Value,"Confidence, self-esteem, desire for healthy/glowing skin.","Glowing skin, sun protection (SPF 50 PA++++), ease of use compared to treatments.",COBAIN SEKARANG! (Try it now!),No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.facebook.com/niveaid/videos/2143634093121982/,Dummy Value,Nivea,Beauty Wellbeing,2026-01-27,Mega,False,48.0,4.0,Facebook,Brand Say,23.0,Bright,"White, yellow, green, blue, natural skin tones",Dummy Value,Influencer/Model,2,Dummy Value,"The video demonstrates an easy routine for achieving glowing skin using Nivea Extra Bright lotions, highlighting the products and their application.",Dummy Value,"Happiness, confidence","Glowing skin, brightness, easy routine.",,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@erina_suwanty/video/7599914017758448916,Dummy Value,Emina,Beauty Wellbeing,2026-01-27,Micro,False,514.0,5.0,Tiktok,Other Say,11.0,"Clean, product-focused, informative","Bright, pastel, white background",Dummy Value,,,Dummy Value,"The video showcases five different Emina water gel products, each targeting specific skin concerns like redness, barrier repair, texture, acne, and brightness, highlighting their individual benefits.",Dummy Value,Solution-oriented,"Calming, barrier strengthening, texture refinement, acne treatment, oil control, brightening, evening skin tone.",,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@alecyavebyyy/video/7599896677671013639,Dummy Value,Pantene,Beauty Wellbeing,2026-01-27,Macro,False,54100.0,4476.0,Tiktok,Other Say,77.0,"Vlogger-style, Bright","Warm tones (gold, brown, white)",Dummy Value,KOL,1,Dummy Value,"The video promotes Pantene's hair mask and miracle oil, highlighting the unique 'Pro-V Pearls' that melt to nourish hair, repair damage, and protect against heat, resulting in smooth, shiny, and bouncy hair.",Dummy Value,"Confidence, Satisfaction","Repairing 100% hair damage, melting Pro-V pearls for nutrition, heat protection (up to 230°C), making hair shiny, smooth, and bouncy.","Yes, 'check out di toko oren!'",No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
